Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %,Market average
1,2023-05-07T05:12:10.156Z,28842.02,BTC,-1.794,BUY,28842.01,0,0,0,135.6586
2,2023-05-07T05:13:17.914Z,28834.67,BTC,-1.813,SELL,28834.67,0,-0.0254,-0.0254,135.6387
3,2023-05-07T05:14:25.165Z,28850.58,BTC,-1.759,BUY,28850.57,0,0,-0.0254,135.6476
4,2023-05-07T05:15:33.614Z,28846.24,BTC,-1.779,SELL,28846.82,0,-0.013,-0.0384,135.6489
5,2023-05-07T05:16:43.569Z,28840.01,BTC,-1.811,BUY,28840.01,0,0,-0.0384,135.635
6,2023-05-07T05:17:51.496Z,28831.62,BTC,-1.84,SELL,28831.62,0,-0.0291,-0.0675,135.6384
7,2023-05-07T05:19:00.026Z,28834.85,BTC,-1.845,BUY,28834.85,0,0,-0.0675,135.6435
8,2023-05-07T05:20:05.560Z,28834.77,BTC,-1.867,SELL,28834.78,0,-0.0002,-0.0678,135.6452
9,2023-05-07T05:21:12.752Z,28832.63,BTC,-1.822,BUY,28832.63,0,0,-0.0678,135.6357
10,2023-05-07T05:22:19.874Z,28829.36,BTC,-1.824,SELL,28829.36,0,-0.0113,-0.0791,135.6212
11,2023-05-07T05:23:27.550Z,28824.88,BTC,-1.839,BUY,28824.89,0,0,-0.0791,135.6206
12,2023-05-07T05:24:34.284Z,28826.07,BTC,-1.863,SELL,28826.06,0,0.0041,-0.0751,136.0339
13,2023-05-07T05:25:42.876Z,28836.53,BTC,-1.779,BUY,28836.52,0,0,-0.0751,136.0362
14,2023-05-07T05:26:49.108Z,28851.79,BTC,-1.739,SELL,28851.79,0,0.053,-0.0221,136.0755
15,2023-05-07T05:27:56.814Z,28852.31,BTC,-1.756,BUY,28852.31,0,0,-0.0221,136.0816
16,2023-05-07T05:29:03.914Z,28831.72,BTC,-1.835,SELL,28831.72,0,-0.0714,-0.0935,136.067
17,2023-05-07T05:30:11.601Z,28840.32,BTC,-1.805,BUY,28840.32,0,0,-0.0935,136.069
18,2023-05-07T05:31:18.898Z,28855.73,BTC,-1.793,SELL,28850,0,0.0336,-0.0599,136.0616
19,2023-05-07T05:32:26.684Z,28882.82,BTC,-1.678,BUY,28882.83,0,0,-0.0599,136.087
20,2023-05-07T05:33:33.814Z,28893.83,BTC,-1.664,SELL,28893.83,0,0.0381,-0.0218,136.0821
21,2023-05-07T05:34:43.063Z,28895.17,BTC,-1.64,BUY,28895.17,0,0,-0.0218,136.1201
22,2023-05-07T05:35:48.801Z,28874.98,BTC,-1.702,SELL,28874.99,0,-0.0698,-0.0917,136.1038
23,2023-05-07T05:36:56.923Z,28869.69,BTC,-1.699,BUY,28869.69,0,0,-0.0917,136.0999
24,2023-05-07T05:38:03.995Z,28869.69,BTC,-1.737,SELL,28869.7,0,0,-0.0916,136.0996
25,2023-05-07T05:39:12.136Z,28871.25,BTC,-1.736,BUY,28871.11,0,0,-0.0916,136.1001
26,2023-05-07T05:40:18.562Z,28871,BTC,-1.736,SELL,28871.11,0,0,-0.0916,136.1033
27,2023-05-07T05:41:25.129Z,28893.35,BTC,-1.623,BUY,28893.34,0,0,-0.0916,136.1544
28,2023-05-07T05:42:31.064Z,28881.25,BTC,-1.584,SELL,28881.25,0,-0.0418,-0.1335,136.1443
29,2023-05-07T05:43:38.526Z,28881.93,BTC,-1.585,BUY,28881.92,0,0,-0.1335,136.1484
30,2023-05-07T05:44:44.975Z,28890.83,BTC,-1.545,SELL,28890.83,0,0.0308,-0.1026,136.1513
31,2023-05-07T05:45:54.677Z,28900.31,BTC,-1.491,BUY,28900.31,0,0,-0.1026,136.1484
32,2023-05-07T05:47:01.124Z,28902.57,BTC,-1.509,SELL,28902.56,0,0.0078,-0.0948,136.1512
33,2023-05-07T05:48:10.165Z,28890.01,BTC,-1.551,BUY,28890.02,0,0,-0.0948,136.1257
