Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %,Market average
1,2023-05-07T05:12:11.621Z,28841.33,BTC,-1.794,BUY,28842.02,0,0,0,135.6607
2,2023-05-07T05:14:17.433Z,28850.57,BTC,-1.788,SELL,28842,0,-0.0001,-0.0001,135.622
3,2023-05-07T05:16:26.080Z,28840,BTC,-1.811,BUY,28840,0,0,-0.0001,135.6352
4,2023-05-07T05:18:32.795Z,28833.33,BTC,-1.835,SELL,28833.1,0,-0.0239,-0.024,135.6384
5,2023-05-07T05:20:40.888Z,28834.77,BTC,-1.823,BUY,28834.78,0,0,-0.024,135.6455
6,2023-05-07T05:22:48.329Z,28829.36,BTC,-1.824,SELL,28829.36,0,-0.0188,-0.0428,135.621
7,2023-05-07T05:24:55.653Z,28826.07,BTC,-1.863,BUY,28826.07,0,0,-0.0428,136.0419
8,2023-05-07T05:27:01.913Z,28848.42,BTC,-1.751,SELL,28848.43,0,0.0776,0.0348,136.0752
9,2023-05-07T05:29:09.853Z,28831.72,BTC,-1.835,BUY,28831.72,0,0,0.0348,136.0667
10,2023-05-07T05:31:17.442Z,28855.73,BTC,-1.793,SELL,28849.98,0,0.0633,0.0981,136.061
11,2023-05-07T05:33:24.469Z,28884.34,BTC,-1.711,BUY,28878.76,0,0,0.0981,136.0642
12,2023-05-07T05:35:30.460Z,28871.21,BTC,-1.697,SELL,28871.21,0,-0.0261,0.072,136.1008
13,2023-05-07T05:37:38.181Z,28869.7,BTC,-1.737,BUY,28869.69,0,0,0.072,136.1
14,2023-05-07T05:39:46.383Z,28873.52,BTC,-1.725,SELL,28873.33,0,0.0126,0.0846,136.1017
15,2023-05-07T05:41:55.913Z,28889.75,BTC,-1.635,BUY,28889.74,0,0,0.0846,136.1495
16,2023-05-07T05:44:01.760Z,28894.87,BTC,-1.567,SELL,28894.87,0,0.0178,0.1023,136.1559
17,2023-05-07T05:46:10.647Z,28897.83,BTC,-1.509,BUY,28897.83,0,0,0.1023,136.1482
18,2023-05-07T05:48:18.757Z,28890.01,BTC,-1.569,SELL,28890.01,0,-0.0271,0.0753,136.1262
19,2023-05-07T05:50:27.402Z,28878.49,BTC,-1.665,BUY,28878.49,0,0,0.0753,136.1126
20,2023-05-07T05:52:34.717Z,28889.82,BTC,-1.642,SELL,28889.81,0,0.0392,0.1145,136.1115
21,2023-05-07T05:54:42.642Z,28870.3,BTC,-1.657,BUY,28870.01,0,0,0.1145,136.0822
22,2023-05-07T05:56:47.587Z,28880,BTC,-1.577,SELL,28880,0,0.0346,0.1491,136.0832
23,2023-05-07T05:58:56.525Z,28876.87,BTC,-1.56,BUY,28876.86,0,0,0.1491,136.0735
24,2023-05-07T06:01:02.313Z,28897.87,BTC,-1.521,SELL,28897.88,0,0.0728,0.2219,136.1065
25,2023-05-07T06:03:11.528Z,28880.53,BTC,-1.601,BUY,28878.55,0,0,0.2219,136.0991
26,2023-05-07T06:05:17.543Z,28875.88,BTC,-1.444,SELL,28875.88,0,-0.0092,0.2126,135.7435
27,2023-05-07T06:07:26.451Z,28886.6,BTC,-1.472,BUY,28886.6,0,0,0.2126,135.9535
28,2023-05-07T06:09:33.580Z,28895.2,BTC,-1.519,SELL,28895.21,0,0.0298,0.2424,135.9405
29,2023-05-07T06:11:41.664Z,28885.5,BTC,-1.588,BUY,28885.52,0,0,0.2424,135.9009
30,2023-05-07T06:13:48.576Z,28887.93,BTC,-1.625,SELL,28887.94,0,0.0084,0.2508,135.9224
31,2023-05-07T06:15:56.752Z,28894.29,BTC,-1.603,BUY,28894.29,0,0,0.2508,135.932
32,2023-05-07T06:18:04.085Z,28907.58,BTC,-1.588,SELL,28907.44,0,0.0455,0.2963,136.0786
33,2023-05-07T06:20:11.159Z,28912.6,BTC,-1.612,BUY,28912.6,0,0,0.2963,136.095
34,2023-05-07T06:22:18.733Z,28914.1,BTC,-1.582,SELL,28912.69,0,0.0003,0.2966,136.0736
35,2023-05-07T06:24:26.675Z,28917.25,BTC,-1.572,BUY,28917.26,0,0,0.2966,136.0905
36,2023-05-07T06:26:33.823Z,28908.89,BTC,-1.47,SELL,28908.89,0,-0.0289,0.2677,136.4282
37,2023-05-07T06:28:42.170Z,28879.04,BTC,-1.602,BUY,28877.65,0,0,0.2677,136.4105
38,2023-05-07T06:30:50.739Z,28877.04,BTC,-1.572,SELL,28878.36,0,0.0025,0.2701,136.0091
39,2023-05-07T06:32:58.514Z,28873.8,BTC,-1.632,BUY,28873.8,0,0,0.2701,135.9955
40,2023-05-07T06:35:04.335Z,28881.01,BTC,-1.449,SELL,28881,0,0.0249,0.2951,135.9925
41,2023-05-07T06:37:12.308Z,28870,BTC,-1.476,BUY,28867.04,0,0,0.2951,136.0135
42,2023-05-07T06:39:22.978Z,28903.74,BTC,-1.459,SELL,28903.73,0,0.1271,0.4222,136.0375
43,2023-05-07T06:41:33.366Z,28909.65,BTC,-1.484,BUY,28909.66,0,0,0.4222,136.0428
44,2023-05-07T06:43:39.215Z,28928.81,BTC,-1.401,SELL,28923.98,0,0.0495,0.4717,136.0619
45,2023-05-07T06:45:46.410Z,28930.86,BTC,-1.405,BUY,28930.21,0,0,0.4717,136.0785
46,2023-05-07T06:47:54.646Z,28898.08,BTC,-1.571,SELL,28898.09,0,-0.111,0.3607,136.443
