Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %,Market average
1,2023-05-07T05:12:10.732Z,28842.02,BTC,-1.794,BUY,28842.01,0,0,0,135.6586
2,2023-05-07T05:17:15.974Z,28832.58,BTC,-1.841,SELL,28831.55,0,-0.0363,-0.0363,135.6347
3,2023-05-07T05:22:22.878Z,28829.36,BTC,-1.824,BUY,28829.36,0,0,-0.0363,135.6212
4,2023-05-07T05:27:29.757Z,28852.3,BTC,-1.738,SELL,28852.27,0,0.0795,0.0432,136.0797
5,2023-05-07T05:32:38.816Z,28871.29,BTC,-1.717,BUY,28871.28,0,0,0.0432,136.0842
6,2023-05-07T05:37:46.881Z,28869.7,BTC,-1.737,SELL,28869.69,0,-0.0055,0.0377,136.1002
7,2023-05-07T05:42:54.829Z,28881.25,BTC,-1.598,BUY,28881.25,0,0,0.0377,136.1471
8,2023-05-07T05:48:01.025Z,28890.02,BTC,-1.544,SELL,28892.16,0,0.0378,0.0755,136.1322
9,2023-05-07T05:53:09.346Z,28879.42,BTC,-1.639,BUY,28889.99,0,0,0.0755,136.1278
10,2023-05-07T05:58:15.443Z,28871.78,BTC,-1.59,SELL,28871.77,0,-0.0631,0.0124,136.0766
11,2023-05-07T06:03:25.595Z,28880.52,BTC,-1.589,BUY,28880.53,0,0,0.0124,136.1041
12,2023-05-07T06:08:31.815Z,28895.29,BTC,-1.429,SELL,28895.03,0,0.0502,0.0626,135.9785
13,2023-05-07T06:13:40.436Z,28887.93,BTC,-1.628,BUY,28887.93,0,0,0.0626,135.9226
14,2023-05-07T06:18:45.407Z,28902.95,BTC,-1.603,SELL,28902.12,0,0.0491,0.1117,136.0729
15,2023-05-07T06:23:53.582Z,28917.25,BTC,-1.552,BUY,28917.12,0,0,0.1117,136.0718
16,2023-05-07T06:28:59.846Z,28874.86,BTC,-1.611,SELL,28874.86,0,-0.1461,-0.0344,136.4122
17,2023-05-07T06:34:07.687Z,28882.27,BTC,-1.542,BUY,28882.27,0,0,-0.0344,135.9949
18,2023-05-07T06:39:14.679Z,28903.73,BTC,-1.446,SELL,28903.74,0,0.0743,0.0399,136.0371
19,2023-05-07T06:44:24.555Z,28907.97,BTC,-1.468,BUY,28907.98,0,0,0.0399,136.0704
20,2023-05-07T06:49:31.659Z,28926.24,BTC,-1.498,SELL,28926.24,0,0.0632,0.1031,136.4765
21,2023-05-07T06:54:39.399Z,28920.13,BTC,-1.431,BUY,28920.14,0,0,0.1031,136.2547
22,2023-05-07T06:59:45.904Z,28912.62,BTC,-1.611,SELL,28912.62,0,-0.026,0.0771,136.2417
23,2023-05-07T07:04:54.206Z,28915.9,BTC,-1.551,BUY,28915.9,0,0,0.0771,136.2379
24,2023-05-07T07:10:00.439Z,28918.08,BTC,-1.623,SELL,28917.05,0,0.004,0.0811,136.1971
25,2023-05-07T07:15:09.166Z,28920.01,BTC,-1.594,BUY,28920,0,0,0.0811,136.2023
26,2023-05-07T07:20:16.027Z,28913.19,BTC,-1.628,SELL,28913.19,0,-0.0235,0.0575,136.4928
27,2023-05-07T07:25:25.177Z,28935.98,BTC,-1.554,BUY,28941.49,0,0,0.0575,136.5431
28,2023-05-07T07:30:33.481Z,28898.09,BTC,-1.708,SELL,28898.09,0,-0.15,-0.0924,136.4979
29,2023-05-07T07:35:41.874Z,28919.72,BTC,-1.627,BUY,28919.71,0,0,-0.0924,136.5211
30,2023-05-07T07:40:48.937Z,28920.3,BTC,-1.573,SELL,28920.31,0,0.0021,-0.0904,136.5681
31,2023-05-07T07:45:59.383Z,28920.99,BTC,-1.587,BUY,28919.77,0,0,-0.0904,136.5768
32,2023-05-07T07:51:06.309Z,28920.29,BTC,-1.546,SELL,28917.8,0,-0.0068,-0.0972,136.5844
33,2023-05-07T07:56:14.688Z,28912.92,BTC,-1.587,BUY,28912.92,0,0,-0.0972,136.5675
34,2023-05-07T08:01:21.225Z,28919.37,BTC,-1.5,SELL,28919.37,0,0.0223,-0.0749,136.6195
35,2023-05-07T08:06:30.048Z,28941.74,BTC,-0.863,BUY,28941.74,0,0,-0.0749,136.6401
