Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %
1,20-01-2023 16:25:20,21192.09,RAY,-2.644,BUY,0.2246,0.0022,-0.01,-0.01
2,20-01-2023 16:28:25,21217.6,,-2.725,,,0,0,-0.01
3,20-01-2023 16:31:31,21234.44,,-2.041,,,0,0,-0.01
4,20-01-2023 16:34:36,21227.27,,-2.375,,,0,0,-0.01
5,20-01-2023 16:37:44,21285.5,,-2.2,,,0,0,-0.01
6,20-01-2023 16:40:49,21279.2,,-1.987,,,0,0,-0.01
7,20-01-2023 16:43:56,21296.63,,-2.53,,,0,0,-0.01
8,20-01-2023 16:47:03,21306.69,RAY,-3.905,SELL,0.2264,0.0023,0.7914,0.7814
9,20-01-2023 16:50:10,21354.82,,0,,,0,0,0.7814
10,20-01-2023 16:53:15,21389,,0,,,0,0,0.7814
11,20-01-2023 16:56:24,21361.19,BEAM,-3.953,BUY,0.0826,0.0008,-0.01,0.7714
12,20-01-2023 16:59:29,21296.64,,-3.497,,,0,0,0.7714
13,20-01-2023 17:02:35,21344.99,,-3.609,,,0,0,0.7714
14,20-01-2023 17:05:40,21377.68,,-3.472,,,0,0,0.7714
15,20-01-2023 17:08:44,21387.1,,-3.678,,,0,0,0.7714
16,20-01-2023 17:11:51,21385.32,BEAM,-4.724,SELL,0.0827,0.0008,0.1111,0.8825
17,20-01-2023 17:14:58,21356.62,DATA,-2.913,BUY,0.037,0.0004,-0.01,0.8725
18,20-01-2023 17:18:03,21392.21,,-1.584,,,0,0,0.8725
19,20-01-2023 17:21:09,21380.87,,-0.823,,,0,0,0.8725
20,20-01-2023 17:24:15,21363.09,,-1.243,,,0,0,0.8725
21,20-01-2023 17:27:21,21349.04,,-2.301,,,0,0,0.8725
22,20-01-2023 17:30:26,21340.59,DATA,-3.289,SELL,0.0373,0.0004,0.9089,1.7814
23,20-01-2023 17:33:32,21348.62,,0,,,0,0,1.7814
24,20-01-2023 17:36:39,21314.22,KAVA,-1.91,BUY,1.027,0.0103,-0.01,1.7714
25,20-01-2023 17:39:44,21319.62,,-1.437,,,0,0,1.7714
26,20-01-2023 17:42:48,21358.39,KAVA,-1.44,SELL,1.027,0.0103,-0.01,1.7614
27,20-01-2023 17:45:55,21341.67,MDT,-1.809,BUY,0.0261,0.0003,-0.01,1.7514
28,20-01-2023 17:49:03,21313.37,,-0.077,,,0,0,1.7514
29,20-01-2023 17:52:11,21361.86,,0.192,,,0,0,1.7514
30,20-01-2023 17:55:18,21365.56,,0.23,,,0,0,1.7514
31,20-01-2023 17:58:23,21373.25,MDT,-1.361,SELL,0.0261,0.0003,0.1436,1.895
32,20-01-2023 18:01:28,21378.97,,0,,,0,0,1.895
33,20-01-2023 18:04:35,21391.86,,0,,,0,0,1.895
34,20-01-2023 18:07:41,21360.12,GHST,-1.468,BUY,1.007,0.0101,-0.01,1.885
35,20-01-2023 18:10:48,21333.96,,-1.66,,,0,0,1.885
36,20-01-2023 18:13:54,21357.35,,-1.561,,,0,0,1.885
37,20-01-2023 18:17:01,21411,,-1.465,,,0,0,1.885
38,20-01-2023 18:20:06,21323.05,GHST,-2.142,SELL,1.005,0.01,-0.2086,1.6764
39,20-01-2023 18:23:12,21320.41,DEXE,-11.397,BUY,2.55,0.0255,-0.01,1.6664
40,20-01-2023 18:26:17,21320.35,,-9.136,,,0,0,1.6664
41,20-01-2023 18:29:22,21323.09,,-8.686,,,0,0,1.6664
42,20-01-2023 18:32:27,21342.75,DEXE,-8.84,SELL,2.578,0.0258,1.088,2.7544
43,20-01-2023 18:35:35,21349.79,,0,,,0,0,2.7544
44,20-01-2023 18:38:40,21370.89,,0,,,0,0,2.7544
45,20-01-2023 18:41:48,21375.2,,0,,,0,0,2.7544
46,20-01-2023 18:44:54,21386.81,,0,,,0,0,2.7544
47,20-01-2023 18:48:02,21379.35,BEAM,-3.551,BUY,0.0842,0.0008,-0.01,2.7444
48,20-01-2023 18:51:09,21394.04,BEAM,-3.222,SELL,0.0841,0.0008,-0.1288,2.6156
49,20-01-2023 18:54:18,21389,FLUX,-3.418,BUY,0.65,0.0065,-0.01,2.6056
50,20-01-2023 18:57:26,21375.3,FLUX,-2.413,SELL,0.647,0.0065,-0.4715,2.1341
51,20-01-2023 19:00:33,21390.72,,0,,,0,0,2.1341
52,20-01-2023 19:03:42,21363.3,KAVA,-2.495,BUY,1.016,0.0102,-0.01,2.1241
53,20-01-2023 19:06:48,21389.35,,-2.021,,,0,0,2.1241
54,20-01-2023 19:09:54,21382.3,,-2.111,,,0,0,2.1241
55,20-01-2023 19:12:59,21393.68,,-2.203,,,0,0,2.1241
56,20-01-2023 19:16:07,21388.1,KAVA,-2.961,SELL,1.016,0.0102,-0.01,2.1141
57,20-01-2023 19:19:12,21367.46,ACH,-0.817,BUY,0.0109,0.0001,-0.01,2.1041
58,20-01-2023 19:22:18,21379.86,ACH,-0.907,SELL,0.0109,0.0001,-0.1015,2.0026
59,20-01-2023 19:25:25,21400,,0,,,0,0,2.0026
60,20-01-2023 19:28:30,21382.95,GHST,-2.339,BUY,1.002,0.01,-0.01,1.9926
61,20-01-2023 19:31:35,21373.82,,-1.955,,,0,0,1.9926
62,20-01-2023 19:34:40,21373.73,,-2.146,,,0,0,1.9926
63,20-01-2023 19:37:46,21394.45,,-2.049,,,0,0,1.9926
64,20-01-2023 19:40:53,21406.38,,-2.049,,,0,0,1.9926
65,20-01-2023 19:44:00,21414.33,GHST,-2.148,SELL,1.002,0.01,-0.01,1.9826
66,20-01-2023 19:47:08,21381.39,BNB,-0.34,BUY,292.9,2.929,-0.01,1.9726
67,20-01-2023 19:50:16,21420.51,,0.034,,,0,0,1.9726
68,20-01-2023 19:53:21,21458.91,,0.034,,,0,0,1.9726
69,20-01-2023 19:56:26,21470.2,,0.17,,,0,0,1.9726
70,20-01-2023 19:59:34,21484.21,BNB,0.034,SELL,294.1,2.941,0.3997,2.3723
71,20-01-2023 20:02:40,21576.69,,0,,,0,0,2.3723
72,20-01-2023 20:05:44,21887.39,,0,,,0,0,2.3723
73,20-01-2023 20:08:50,21892.99,,0,,,0,0,2.3723
74,20-01-2023 20:11:58,21886.28,BEAM,-4.746,BUY,0.0843,0.0008,-0.01,2.3623
75,20-01-2023 20:15:04,21850.09,,-3.851,,,0,0,2.3623
76,20-01-2023 20:18:10,21866.63,,-4.392,,,0,0,2.3623
77,20-01-2023 20:21:16,21879.74,BEAM,-4.719,SELL,0.0848,0.0008,0.5831,2.9454
78,20-01-2023 20:24:22,21895.39,,0,,,0,0,2.9454
79,20-01-2023 20:27:28,21839.77,FLUX,-0.455,BUY,0.656,0.0066,-0.01,2.9354
80,20-01-2023 20:30:34,21861.27,,0.152,,,0,0,2.9354
81,20-01-2023 20:33:41,21885.81,,0.152,,,0,0,2.9354
82,20-01-2023 20:36:48,21946.14,,-0.452,,,0,0,2.9354
83,20-01-2023 20:39:53,22134.76,,0.303,,,0,0,2.9354
84,20-01-2023 20:43:01,22132.23,,0.455,,,0,0,2.9354
85,20-01-2023 20:46:07,22094.95,FLUX,-0.456,SELL,0.655,0.0066,-0.1624,2.773
86,20-01-2023 20:49:14,22160.35,,0,,,0,0,2.773
87,20-01-2023 20:52:20,22176.21,,0,,,0,0,2.773
88,20-01-2023 20:55:25,22275.44,,0,,,0,0,2.773
89,20-01-2023 20:58:32,22228.12,KAVA,-1.052,BUY,1.035,0.0103,-0.01,2.763
90,20-01-2023 21:01:37,22248.31,,-0.764,,,0,0,2.763
91,20-01-2023 21:04:43,22293.54,,0,,,0,0,2.763
92,20-01-2023 21:07:48,22334.5,,0.385,,,0,0,2.763
93,20-01-2023 21:10:56,22305.92,KAVA,-0.385,SELL,1.036,0.0104,0.0866,2.8496
94,20-01-2023 21:14:03,22256.56,BUSD,-0.03,BUY,0.9998,0.01,-0.01,2.8396
