Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %
1,20-01-2023 16:25:22,21194.56,RAY,-2.644,BUY,0.2246,0.0022,-0.01,-0.01
2,20-01-2023 16:28:27,21216.84,,-2.725,,,0,0,-0.01
3,20-01-2023 16:31:33,21236.83,,-2.295,,,0,0,-0.01
4,20-01-2023 16:34:37,21231.26,,-2.375,,,0,0,-0.01
5,20-01-2023 16:37:44,21282.72,,-2.2,,,0,0,-0.01
6,20-01-2023 16:40:50,21279.55,,-1.987,,,0,0,-0.01
7,20-01-2023 16:43:55,21296.47,,-2.488,,,0,0,-0.01
8,20-01-2023 16:47:03,21309.49,RAY,-3.905,SELL,0.2264,0.0023,0.7914,0.7814
9,20-01-2023 16:50:09,21354.21,,0,,,0,0,0.7814
10,20-01-2023 16:53:16,21388.64,,0,,,0,0,0.7814
11,20-01-2023 16:56:22,21361.69,BEAM,-3.953,BUY,0.0826,0.0008,-0.01,0.7714
12,20-01-2023 16:59:29,21294.53,,-3.497,,,0,0,0.7714
13,20-01-2023 17:02:37,21343.88,,-3.609,,,0,0,0.7714
14,20-01-2023 17:05:42,21378.25,,-3.472,,,0,0,0.7714
15,20-01-2023 17:08:46,21388.19,,-3.678,,,0,0,0.7714
16,20-01-2023 17:11:53,21385.06,BEAM,-4.724,SELL,0.0827,0.0008,0.1111,0.8825
17,20-01-2023 17:14:58,21356.83,DATA,-2.913,BUY,0.037,0.0004,-0.01,0.8725
18,20-01-2023 17:18:02,21392.21,,-1.584,,,0,0,0.8725
19,20-01-2023 17:21:10,21382,,-0.823,,,0,0,0.8725
20,20-01-2023 17:24:16,21362.69,,-1.243,,,0,0,0.8725
21,20-01-2023 17:27:22,21350.53,,-2.301,,,0,0,0.8725
22,20-01-2023 17:30:30,21341.14,DATA,-3.466,SELL,0.0373,0.0004,0.8549,1.7274
23,20-01-2023 17:33:34,21345.36,,0,,,0,0,1.7274
24,20-01-2023 17:36:39,21314.45,KAVA,-1.91,BUY,1.027,0.0103,-0.01,1.7174
25,20-01-2023 17:39:45,21319.62,,-1.437,,,0,0,1.7174
26,20-01-2023 17:42:51,21358.35,KAVA,-1.344,SELL,1.028,0.0103,0.0874,1.8047
27,20-01-2023 17:45:59,21342.77,MDT,-1.809,BUY,0.0261,0.0003,-0.01,1.7947
28,20-01-2023 17:49:05,21320.11,,-0.077,,,0,0,1.7947
29,20-01-2023 17:52:12,21359.66,,0.192,,,0,0,1.7947
30,20-01-2023 17:55:18,21367.28,,0.539,,,0,0,1.7947
31,20-01-2023 17:58:23,21373.73,MDT,-1.361,SELL,0.0261,0.0003,0.1436,1.9383
32,20-01-2023 18:01:27,21382.48,,0,,,0,0,1.9383
33,20-01-2023 18:04:33,21394.05,,0,,,0,0,1.9383
34,20-01-2023 18:07:40,21360.69,BEAM,-1.993,BUY,0.0836,0.0008,-0.01,1.9283
35,20-01-2023 18:10:44,21335.51,BEAM,-3.151,SELL,0.083,0.0008,-0.7277,1.2006
36,20-01-2023 18:13:49,21353.41,,0,,,0,0,1.2006
37,20-01-2023 18:16:55,21417.11,,0,,,0,0,1.2006
38,20-01-2023 18:20:01,21327.3,DEXE,-10.585,BUY,2.551,0.0255,-0.01,1.1906
39,20-01-2023 18:23:08,21309.63,DEXE,-10.964,SELL,2.55,0.0255,-0.0492,1.1414
40,20-01-2023 18:26:14,21321.92,,0,,,0,0,1.1414
41,20-01-2023 18:29:20,21324.72,,0,,,0,0,1.1414
42,20-01-2023 18:32:25,21342.1,,0,,,0,0,1.1414
43,20-01-2023 18:35:32,21346.64,,0,,,0,0,1.1414
44,20-01-2023 18:38:39,21373.98,,0,,,0,0,1.1414
45,20-01-2023 18:41:44,21375.26,,0,,,0,0,1.1414
46,20-01-2023 18:44:50,21386.34,,0,,,0,0,1.1414
47,20-01-2023 18:48:00,21381.89,GHST,-2.146,BUY,1.003,0.01,-0.01,1.1314
48,20-01-2023 18:51:07,21394.15,,-2.146,,,0,0,1.1314
