Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %
1,20-01-2023 16:25:23,21194.56,ATM,31.962,BUY,4.17,0.0417,-0.01,-0.01
2,20-01-2023 16:28:28,21215.3,,31.861,,,0,0,-0.01
3,20-01-2023 16:31:33,21238.28,ATM,31.23,SELL,4.16,0.0416,-0.2498,-0.2598
4,20-01-2023 16:34:41,21231.26,MOB,20.457,BUY,1.16,0.0116,-0.01,-0.2698
5,20-01-2023 16:37:47,21286.6,MOB,18.602,SELL,1.154,0.0115,-0.5272,-0.797
6,20-01-2023 16:40:55,21279.51,MAGIC,20.673,BUY,0.8499,0.0085,-0.01,-0.807
7,20-01-2023 16:44:02,21299.82,,20.895,,,0,0,-0.807
8,20-01-2023 16:47:08,21303.53,MAGIC,19.692,SELL,0.8461,0.0085,-0.4571,-1.2642
9,20-01-2023 16:50:13,21348.34,,0,,,0,0,-1.2642
10,20-01-2023 16:53:19,21392.24,,0,,,0,0,-1.2642
11,20-01-2023 16:56:27,21355.58,HOOK,21.381,BUY,1.899,0.019,-0.01,-1.2742
12,20-01-2023 16:59:34,21301.14,,22.512,,,0,0,-1.2742
13,20-01-2023 17:02:39,21339.09,HOOK,20.717,SELL,1.8844,0.0188,-0.7788,-2.053
14,20-01-2023 17:05:46,21381.79,,0,,,0,0,-2.053
15,20-01-2023 17:08:53,21389.4,,0,,,0,0,-2.053
16,20-01-2023 17:11:59,21390.9,,0,,,0,0,-2.053
17,20-01-2023 17:15:05,21355.36,APT,17.236,BUY,9.0269,0.0903,-0.01,-2.063
18,20-01-2023 17:18:11,21389.83,,17.715,,,0,0,-2.063
19,20-01-2023 17:21:18,21377.22,,18.052,,,0,0,-2.063
20,20-01-2023 17:24:24,21366.81,,18.63,,,0,0,-2.063
21,20-01-2023 17:27:30,21361.92,,18.901,,,0,0,-2.063
22,20-01-2023 17:30:35,21335.77,APT,18.83,SELL,9.1434,0.0914,1.2806,-0.7824
23,20-01-2023 17:33:39,21346.2,,0,,,0,0,-0.7824
24,20-01-2023 17:36:45,21308.52,HFT,16.066,BUY,0.3641,0.0036,-0.01,-0.7924
25,20-01-2023 17:39:53,21322.5,,16.13,,,0,0,-0.7924
26,20-01-2023 17:42:59,21361.37,,17.161,,,0,0,-0.7924
27,20-01-2023 17:46:04,21341.51,,17.752,,,0,0,-0.7924
28,20-01-2023 17:49:10,21324.15,,19.087,,,0,0,-0.7924
29,20-01-2023 17:52:18,21358.54,HFT,19.188,SELL,0.3727,0.0037,2.352,1.5596
30,20-01-2023 17:55:24,21371.25,,0,,,0,0,1.5596
31,20-01-2023 17:58:32,21366.21,ATM,25.705,BUY,4.01,0.0401,-0.01,1.5496
32,20-01-2023 18:01:37,21390.62,,27.673,,,0,0,1.5496
33,20-01-2023 18:04:44,21391.38,ATM,26.73,SELL,4.03,0.0403,0.4888,2.0383
34,20-01-2023 18:07:51,21362.61,HBAR,17.944,BUY,0.0677,0.0007,-0.01,2.0283
35,20-01-2023 18:10:56,21335.68,,20.593,,,0,0,2.0283
36,20-01-2023 18:14:01,21363.68,HBAR,20.209,SELL,0.069,0.0007,1.9102,3.9386
37,20-01-2023 18:17:06,21415.79,,0,,,0,0,3.9386
38,20-01-2023 18:20:13,21320.6,MAGIC,15.375,BUY,0.8322,0.0083,-0.01,3.9286
39,20-01-2023 18:23:19,21320.69,,15.894,,,0,0,3.9286
40,20-01-2023 18:26:24,21322.16,,16.179,,,0,0,3.9286
41,20-01-2023 18:29:31,21327.64,MAGIC,15.61,SELL,0.8332,0.0083,0.1102,4.0387
42,20-01-2023 18:32:35,21339.97,,0,,,0,0,4.0387
43,20-01-2023 18:35:40,21350.29,,0,,,0,0,4.0387
44,20-01-2023 18:38:49,21365.62,,0,,,0,0,4.0387
45,20-01-2023 18:41:59,21375.96,,0,,,0,0,4.0387
46,20-01-2023 18:45:05,21385.71,,0,,,0,0,4.0387
47,20-01-2023 18:48:13,21381.43,HOOK,20.42,BUY,1.8924,0.0189,-0.01,4.0287
48,20-01-2023 18:51:19,21388.25,,21.007,,,0,0,4.0287
49,20-01-2023 18:54:27,21383.24,HOOK,19.833,SELL,1.8936,0.0189,0.0534,4.0822
50,20-01-2023 18:57:35,21376.07,APT,18.009,BUY,9.1641,0.0916,-0.01,4.0722
51,20-01-2023 19:00:43,21389.24,,18.374,,,0,0,4.0722
52,20-01-2023 19:03:49,21365.99,APT,18.452,SELL,9.18,0.0918,0.1635,4.2357
53,20-01-2023 19:06:54,21395.83,,0,,,0,0,4.2357
54,20-01-2023 19:10:02,21384.36,RPL,16.092,BUY,36.72,0.3672,-0.01,4.2257
55,20-01-2023 19:13:08,21394.14,,16.182,,,0,0,4.2257
56,20-01-2023 19:16:14,21393.36,,16.719,,,0,0,4.2257
57,20-01-2023 19:19:21,21366.11,RPL,16.391,SELL,36.64,0.3664,-0.2279,3.9978
58,20-01-2023 19:22:26,21380.2,,0,,,0,0,3.9978
59,20-01-2023 19:25:34,21397.32,,0,,,0,0,3.9978
60,20-01-2023 19:28:43,21379.49,ATM,24.921,BUY,3.96,0.0396,-0.01,3.9878
61,20-01-2023 19:31:51,21375.86,,24.921,,,0,0,3.9878
62,20-01-2023 19:34:57,21374.1,,24.451,,,0,0,3.9878
63,20-01-2023 19:38:04,21397.57,,24.843,,,0,0,3.9878
64,20-01-2023 19:41:10,21403.65,ATM,24.528,SELL,3.96,0.0396,-0.01,3.9778
65,20-01-2023 19:44:17,21424.28,,0,,,0,0,3.9778
66,20-01-2023 19:47:24,21387.22,HBAR,18.244,BUY,0.0687,0.0007,-0.01,3.9678
67,20-01-2023 19:50:30,21410,HBAR,18.48,SELL,0.0686,0.0007,-0.1556,3.8122
68,20-01-2023 19:53:36,21485.25,,0,,,0,0,3.8122
69,20-01-2023 19:56:43,21476.3,RNDR,21.185,BUY,0.675,0.0068,-0.01,3.8022
70,20-01-2023 19:59:49,21488.44,RNDR,20.324,SELL,0.669,0.0067,-0.8989,2.9033
71,20-01-2023 20:02:57,21569.51,,0,,,0,0,2.9033
72,20-01-2023 20:06:03,21941.58,,0,,,0,0,2.9033
73,20-01-2023 20:09:09,21889.25,HOOK,22.831,BUY,1.961,0.0196,-0.01,2.8933
74,20-01-2023 20:12:16,21868.56,HOOK,21.862,SELL,1.9521,0.0195,-0.4639,2.4295
75,20-01-2023 20:15:21,21867.3,APT,24.767,BUY,9.7785,0.0978,-0.01,2.4195
76,20-01-2023 20:18:29,21871.2,,24.499,,,0,0,2.4195
77,20-01-2023 20:21:35,21876.75,APT,23.97,SELL,9.7918,0.0979,0.126,2.5455
78,20-01-2023 20:24:42,21905.93,,0,,,0,0,2.5455
79,20-01-2023 20:27:49,21828.61,PNT,16.435,BUY,0.1757,0.0018,-0.01,2.5355
80,20-01-2023 20:30:53,21842.61,,16.578,,,0,0,2.5355
81,20-01-2023 20:34:01,21885.94,PNT,16.667,SELL,0.175,0.0017,-0.4084,2.1271
82,20-01-2023 20:37:07,21953.96,,0,,,0,0,2.1271
83,20-01-2023 20:40:13,22149.87,,0,,,0,0,2.1271
84,20-01-2023 20:43:20,22093.9,ATM,20.82,BUY,3.83,0.0383,-0.01,2.1171
85,20-01-2023 20:46:24,22108.24,,21.203,,,0,0,2.1171
86,20-01-2023 20:49:31,22195.26,,21.451,,,0,0,2.1171
87,20-01-2023 20:52:36,22179.12,,22.397,,,0,0,2.1171
88,20-01-2023 20:55:43,22240,,22.713,,,0,0,2.1171
89,20-01-2023 20:58:47,22240.41,ATM,21.069,SELL,3.85,0.0385,0.5122,2.6293
90,20-01-2023 21:01:54,22255.41,,0,,,0,0,2.6293
91,20-01-2023 21:05:01,22336.99,,0,,,0,0,2.6293
92,20-01-2023 21:08:08,22329.8,HBAR,31.507,BUY,0.0768,0.0008,-0.01,2.6193
93,20-01-2023 21:11:14,22288.01,HBAR,29.795,SELL,0.0758,0.0008,-1.3121,1.3072
94,20-01-2023 21:14:22,22256.86,SKL,20.513,BUY,0.0329,0.0003,-0.01,1.2972
95,20-01-2023 21:17:26,22271.48,SKL,18.409,SELL,0.0323,0.0003,-1.8641,-0.5669
96,20-01-2023 21:20:34,22261.04,HOOK,21.539,BUY,1.927,0.0193,-0.01,-0.5769
97,20-01-2023 21:23:39,22280.57,,22.428,,,0,0,-0.5769
98,20-01-2023 21:26:46,22262.5,HOOK,21.471,SELL,1.9326,0.0193,0.2806,-0.2963
99,20-01-2023 21:29:53,22291.74,,0,,,0,0,-0.2963
100,20-01-2023 21:33:02,22267.49,APT,22.835,BUY,9.6918,0.0969,-0.01,-0.3063
101,20-01-2023 21:36:09,22321.26,,23.244,,,0,0,-0.3063
102,20-01-2023 21:39:16,22316.46,,24.319,,,0,0,-0.3063
103,20-01-2023 21:42:22,22278.51,APT,24.206,SELL,9.7641,0.0976,0.736,0.4297
104,20-01-2023 21:45:28,22306.13,,0,,,0,0,0.4297
105,20-01-2023 21:48:35,22301.73,PNT,35.562,BUY,0.2028,0.002,-0.01,0.4197
106,20-01-2023 21:51:40,22316.81,,38.785,,,0,0,0.4197
107,20-01-2023 21:54:45,22324.61,,43.191,,,0,0,0.4197
108,20-01-2023 21:57:51,22345.16,,48.798,,,0,0,0.4197
109,20-01-2023 22:00:55,22340.99,PNT,40.56,SELL,0.2107,0.0021,3.8855,4.3052
110,20-01-2023 22:04:00,22338.26,RNDR,31.227,BUY,0.727,0.0073,-0.01,4.2952
111,20-01-2023 22:07:05,22363,RNDR,29.009,SELL,0.716,0.0072,-1.5231,2.7721
112,20-01-2023 22:10:12,22369.38,,0,,,0,0,2.7721
113,20-01-2023 22:13:19,22427.42,,0,,,0,0,2.7721
114,20-01-2023 22:16:27,22405.68,HBAR,27.517,BUY,0.076,0.0008,-0.01,2.7621
115,20-01-2023 22:19:34,22491.71,,28.235,,,0,0,2.7621
116,20-01-2023 22:22:41,22597.39,HBAR,26.846,SELL,0.0756,0.0008,-0.5363,2.2258
117,20-01-2023 22:25:47,22583.36,SKL,22.19,BUY,0.0333,0.0003,-0.01,2.2158
118,20-01-2023 22:28:54,22557.62,SKL,22.108,SELL,0.0333,0.0003,-0.0401,2.1757
119,20-01-2023 22:32:00,22560.87,,0,,,0,0,2.1757
120,20-01-2023 22:35:05,22611.62,,0,,,0,0,2.1757
121,20-01-2023 22:38:10,22651.79,,0,,,0,0,2.1757
122,20-01-2023 22:41:15,22585.58,HOOK,27.528,BUY,2.0217,0.0202,-0.01,2.1657
123,20-01-2023 22:44:19,22611.46,,29.667,,,0,0,2.1657
124,20-01-2023 22:47:22,22654.16,,30.108,,,0,0,2.1657
125,20-01-2023 22:50:28,22590.19,,31.203,,,0,0,2.1657
126,20-01-2023 22:53:34,22603.45,HOOK,28.192,SELL,2.0394,0.0204,0.8655,3.0312
127,20-01-2023 22:56:40,22615.08,,0,,,0,0,3.0312
128,20-01-2023 22:59:47,22585.66,APT,37.647,BUY,10.9139,0.1091,-0.01,3.0212
129,20-01-2023 23:02:54,22618.9,,38.51,,,0,0,3.0212
130,20-01-2023 23:05:59,22644.88,,38.639,,,0,0,3.0212
131,20-01-2023 23:09:04,22595.4,APT,37.803,SELL,10.9305,0.1093,0.1421,3.1633
132,20-01-2023 23:12:08,22640.69,,0,,,0,0,3.1633
133,20-01-2023 23:15:13,22644.09,,0,,,0,0,3.1633
134,20-01-2023 23:18:20,22669.17,,0,,,0,0,3.1633
135,20-01-2023 23:21:27,22700.42,,0,,,0,0,3.1633
136,20-01-2023 23:24:36,22614,MAGIC,35.648,BUY,0.9867,0.0099,-0.01,3.1533
137,20-01-2023 23:27:41,22670.09,,36.309,,,0,0,3.1533
138,20-01-2023 23:30:48,22639.37,MAGIC,32.815,SELL,0.9657,0.0097,-2.1383,1.015
139,20-01-2023 23:33:55,22625.73,DYDX,29.773,BUY,1.713,0.0171,-0.01,1.005
140,20-01-2023 23:37:01,22608.89,DYDX,27.273,SELL,1.68,0.0168,-1.9364,-0.9314
141,20-01-2023 23:40:08,22644.83,,0,,,0,0,-0.9314
142,20-01-2023 23:43:15,22653.53,,0,,,0,0,-0.9314
143,20-01-2023 23:46:21,22650.95,PNT,28.743,BUY,0.1935,0.0019,-0.01,-0.9414
144,20-01-2023 23:49:32,22653.86,PNT,27.933,SELL,0.1919,0.0019,-0.8369,-1.7783
145,20-01-2023 23:52:37,22683.05,,0,,,0,0,-1.7783
146,20-01-2023 23:55:45,22681.01,SKL,31.636,BUY,0.0362,0.0004,-0.01,-1.7883
147,20-01-2023 23:58:51,22698.53,,32.229,,,0,0,-1.7883
148,21-01-2023 00:01:56,22667.19,SKL,29.708,SELL,0.0355,0.0004,-1.8332,-3.6215
149,21-01-2023 00:05:02,22636.71,HOOK,28.06,BUY,2.0049,0.02,-0.01,-3.6315
150,21-01-2023 00:08:08,22719.36,,29.974,,,0,0,-3.6315
151,21-01-2023 00:11:15,22624.24,HOOK,28.604,SELL,2.0205,0.0202,0.7681,-2.8634
152,21-01-2023 00:14:21,22528.27,APT,39.74,BUY,10.8753,0.1088,-0.01,-2.8734
153,21-01-2023 00:17:27,22486.66,APT,37.799,SELL,10.7166,0.1072,-1.4693,-4.3427
154,21-01-2023 00:20:31,22568.72,,0,,,0,0,-4.3427
155,21-01-2023 00:23:35,22548.62,MAGIC,30.168,BUY,0.9402,0.0094,-0.01,-4.3527
156,21-01-2023 00:26:40,22570.53,MAGIC,29.417,SELL,0.934,0.0093,-0.6694,-5.0221
157,21-01-2023 00:29:46,22594.52,,0,,,0,0,-5.0221
158,21-01-2023 00:32:54,22620.09,,0,,,0,0,-5.0221
159,21-01-2023 00:36:00,22635.04,,0,,,0,0,-5.0221
