Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %
1,20-01-2023 16:25:21,21193.79,ATM,31.962,BUY,4.17,0.0417,-0.01,-0.01
2,20-01-2023 16:28:28,21218.4,,31.861,,,0,0,-0.01
3,20-01-2023 16:31:34,21238.28,ATM,31.23,SELL,4.16,0.0416,-0.2498,-0.2598
4,20-01-2023 16:34:40,21232.58,MOB,20.457,BUY,1.16,0.0116,-0.01,-0.2698
5,20-01-2023 16:37:46,21284.58,MOB,18.359,SELL,1.154,0.0115,-0.5272,-0.797
6,20-01-2023 16:40:55,21279.92,MAGIC,20.673,BUY,0.8499,0.0085,-0.01,-0.807
7,20-01-2023 16:44:00,21301.1,,20.753,,,0,0,-0.807
8,20-01-2023 16:47:06,21306.89,MAGIC,19.692,SELL,0.8461,0.0085,-0.4571,-1.2642
9,20-01-2023 16:50:13,21349.52,,0,,,0,0,-1.2642
10,20-01-2023 16:53:19,21389.79,,0,,,0,0,-1.2642
11,20-01-2023 16:56:27,21355.51,HOOK,21.393,BUY,1.8992,0.019,-0.01,-1.2742
12,20-01-2023 16:59:33,21302.49,,22.512,,,0,0,-1.2742
13,20-01-2023 17:02:39,21340.47,HOOK,20.717,SELL,1.8844,0.0188,-0.7893,-2.0634
14,20-01-2023 17:05:45,21381.79,,0,,,0,0,-2.0634
15,20-01-2023 17:08:51,21387.41,,0,,,0,0,-2.0634
16,20-01-2023 17:11:57,21387.97,,0,,,0,0,-2.0634
17,20-01-2023 17:15:03,21358.71,APT,17.252,BUY,9.0282,0.0903,-0.01,-2.0734
18,20-01-2023 17:18:08,21392.57,,17.739,,,0,0,-2.0734
19,20-01-2023 17:21:14,21382.75,,18.206,,,0,0,-2.0734
20,20-01-2023 17:24:19,21368.33,APT,18.512,SELL,9.1245,0.0912,1.0567,-1.0168
21,20-01-2023 17:27:26,21355.21,HFT,15.519,BUY,0.3625,0.0036,-0.01,-1.0268
22,20-01-2023 17:30:30,21340.52,,15.853,,,0,0,-1.0268
23,20-01-2023 17:33:35,21344.3,,16.098,,,0,0,-1.0268
24,20-01-2023 17:36:41,21311,HFT,15.992,SELL,0.3641,0.0036,0.4314,-0.5954
25,20-01-2023 17:39:47,21322.12,,0,,,0,0,-0.5954
26,20-01-2023 17:42:54,21358.5,,0,,,0,0,-0.5954
27,20-01-2023 17:46:08,21343.01,NEXO,15.014,BUY,0.835,0.0083,-0.01,-0.6054
28,20-01-2023 17:49:13,21321.17,NEXO,14.423,SELL,0.833,0.0083,-0.2495,-0.8549
29,20-01-2023 17:52:19,21358.73,,0,,,0,0,-0.8549
30,20-01-2023 17:55:23,21374,,0,,,0,0,-0.8549
31,20-01-2023 17:58:30,21369.24,RPL,15.424,BUY,36.22,0.3622,-0.01,-0.8649
32,20-01-2023 18:01:35,21391.41,RPL,15.147,SELL,36.11,0.3611,-0.3137,-1.1786
33,20-01-2023 18:04:41,21392.27,,0,,,0,0,-1.1786
34,20-01-2023 18:07:49,21366.65,HBAR,17.596,BUY,0.0675,0.0007,-0.01,-1.1886
35,20-01-2023 18:10:54,21338.06,,20.419,,,0,0,-1.1886
36,20-01-2023 18:13:59,21364.41,,20.557,,,0,0,-1.1886
37,20-01-2023 18:17:03,21418.11,HBAR,20.209,SELL,0.069,0.0007,2.2122,1.0236
38,20-01-2023 18:20:10,21318.34,SNX,12.286,BUY,2.422,0.0242,-0.01,1.0136
39,20-01-2023 18:23:15,21322.83,SNX,11.944,SELL,2.418,0.0242,-0.1752,0.8384
40,20-01-2023 18:26:20,21318.39,FXS,12.149,BUY,10.588,0.1059,-0.01,0.8284
41,20-01-2023 18:29:26,21327.77,FXS,11.577,SELL,10.515,0.1052,-0.6995,0.129
42,20-01-2023 18:32:30,21342.3,,0,,,0,0,0.129
43,20-01-2023 18:35:36,21347.05,,0,,,0,0,0.129
44,20-01-2023 18:38:42,21368.56,,0,,,0,0,0.129
45,20-01-2023 18:41:46,21378.83,,0,,,0,0,0.129
46,20-01-2023 18:44:51,21387.58,,0,,,0,0,0.129
47,20-01-2023 18:47:57,21380.6,RNDR,12.477,BUY,0.622,0.0062,-0.01,0.119
48,20-01-2023 18:51:05,21395.27,,14.312,,,0,0,0.119
49,20-01-2023 18:54:11,21389.47,,16.515,,,0,0,0.119
50,20-01-2023 18:57:17,21373.21,RNDR,14.26,SELL,0.633,0.0063,1.7585,1.8775
51,20-01-2023 19:00:23,21387.1,,0,,,0,0,1.8775
52,20-01-2023 19:03:31,21364.13,VOXEL,12.52,BUY,0.2139,0.0021,-0.01,1.8675
53,20-01-2023 19:06:37,21393.38,VOXEL,11.66,SELL,0.2126,0.0021,-0.6178,1.2497
54,20-01-2023 19:09:43,21382.45,LDO,12.351,BUY,2.165,0.0216,-0.01,1.2397
55,20-01-2023 19:12:48,21392.76,,12.811,,,0,0,1.2397
56,20-01-2023 19:15:55,21391.66,LDO,12.087,SELL,2.17,0.0217,0.2209,1.4607
57,20-01-2023 19:19:00,21367.9,OP,12.551,BUY,1.946,0.0195,-0.01,1.4507
58,20-01-2023 19:22:08,21381.06,,12.486,,,0,0,1.4507
59,20-01-2023 19:25:14,21401.29,,12.406,,,0,0,1.4507
60,20-01-2023 19:28:20,21380.45,,12.652,,,0,0,1.4507
61,20-01-2023 19:31:25,21377.1,,13.245,,,0,0,1.4507
62,20-01-2023 19:34:29,21375.2,,13.106,,,0,0,1.4507
63,20-01-2023 19:37:36,21393.79,,13.781,,,0,0,1.4507
64,20-01-2023 19:40:40,21397.36,,13.847,,,0,0,1.4507
65,20-01-2023 19:43:47,21415.56,,13.923,,,0,0,1.4507
66,20-01-2023 19:46:55,21384.87,OP,12.983,SELL,1.958,0.0196,0.6066,2.0573
67,20-01-2023 19:50:01,21412.66,,0,,,0,0,2.0573
68,20-01-2023 19:53:10,21444.99,,0,,,0,0,2.0573
69,20-01-2023 19:56:19,21455.27,,0,,,0,0,2.0573
70,20-01-2023 19:59:26,21499.03,,0,,,0,0,2.0573
71,20-01-2023 20:02:31,21578.8,,0,,,0,0,2.0573
72,20-01-2023 20:05:38,21872.07,,0,,,0,0,2.0573
73,20-01-2023 20:08:44,21885.83,,0,,,0,0,2.0573
74,20-01-2023 20:11:51,21892.64,,0,,,0,0,2.0573
75,20-01-2023 20:14:56,21850,COTI,11.756,BUY,0.077,0.0008,-0.01,2.0473
76,20-01-2023 20:18:01,21865.09,,12.174,,,0,0,2.0473
77,20-01-2023 20:21:07,21896.83,,13.748,,,0,0,2.0473
78,20-01-2023 20:24:14,21882.9,COTI,13.478,SELL,0.0783,0.0008,1.6783,3.7256
79,20-01-2023 20:27:20,21842.15,PNT,14.447,BUY,0.1727,0.0017,-0.01,3.7156
80,20-01-2023 20:30:27,21869.76,,15.119,,,0,0,3.7156
81,20-01-2023 20:33:33,21871.87,PNT,15.677,SELL,0.1734,0.0017,0.3953,4.111
82,20-01-2023 20:36:39,21949.55,,0,,,0,0,4.111
83,20-01-2023 20:39:43,22125.94,,0,,,0,0,4.111
84,20-01-2023 20:42:51,22135.04,,0,,,0,0,4.111
85,20-01-2023 20:45:59,22091.24,RVN,14.943,BUY,0.03,0.0003,-0.01,4.101
86,20-01-2023 20:49:04,22160.1,,15.545,,,0,0,4.101
87,20-01-2023 20:52:09,22159,,16.196,,,0,0,4.101
88,20-01-2023 20:55:14,22255.89,,18.432,,,0,0,4.101
89,20-01-2023 20:58:21,22195.6,,18.966,,,0,0,4.101
90,20-01-2023 21:01:25,22242.29,RVN,18.182,SELL,0.0308,0.0003,2.69,6.791
91,20-01-2023 21:04:34,22294.05,,0,,,0,0,6.791
92,20-01-2023 21:07:41,22341.33,,0,,,0,0,6.791
93,20-01-2023 21:10:49,22315.82,SKL,21.353,BUY,0.0332,0.0003,-0.01,6.781
94,20-01-2023 21:13:57,22264.27,SKL,20.337,SELL,0.0328,0.0003,-1.0645,5.7164
95,20-01-2023 21:17:03,22291.42,,0,,,0,0,5.7164
96,20-01-2023 21:20:12,22260.07,DYDX,14.491,BUY,1.517,0.0152,-0.01,5.7064
97,20-01-2023 21:23:18,22280.77,,14.653,,,0,0,5.7064
98,20-01-2023 21:26:25,22252.64,DYDX,13.962,SELL,1.51,0.0151,-0.4714,5.235
99,20-01-2023 21:29:30,22271.97,,0,,,0,0,5.235
100,20-01-2023 21:32:37,22273.72,,0,,,0,0,5.235
101,20-01-2023 21:35:42,22305.12,,0,,,0,0,5.235
102,20-01-2023 21:38:51,22313.09,,0,,,0,0,5.235
103,20-01-2023 21:41:57,22283.42,LPT,15.712,BUY,6.26,0.0626,-0.01,5.225
104,20-01-2023 21:45:03,22321.93,,15.896,,,0,0,5.225
105,20-01-2023 21:48:09,22295.66,LPT,15.37,SELL,6.23,0.0623,-0.4892,4.7357
106,20-01-2023 21:51:13,22309.08,,0,,,0,0,4.7357
107,20-01-2023 21:54:17,22326.25,,0,,,0,0,4.7357
108,20-01-2023 21:57:22,22354.5,,0,,,0,0,4.7357
109,20-01-2023 22:00:28,22330.64,MANA,14.623,BUY,0.7329,0.0073,-0.01,4.7257
110,20-01-2023 22:03:33,22338.86,,14.577,,,0,0,4.7257
111,20-01-2023 22:06:38,22357.46,MANA,13.97,SELL,0.7334,0.0073,0.0582,4.784
112,20-01-2023 22:09:43,22380.83,,0,,,0,0,4.784
113,20-01-2023 22:12:48,22410.23,,0,,,0,0,4.784
114,20-01-2023 22:15:54,22403.01,SOL,17.872,BUY,25.26,0.2526,-0.01,4.774
115,20-01-2023 22:18:59,22483.56,,18.309,,,0,0,4.774
116,20-01-2023 22:22:05,22606.24,,18.852,,,0,0,4.774
117,20-01-2023 22:25:11,22614.68,SOL,18.207,SELL,25.32,0.2532,0.2275,5.0015
118,20-01-2023 22:28:18,22528.44,API3,13.592,BUY,1.404,0.014,-0.01,4.9915
119,20-01-2023 22:31:23,22529.47,,14.251,,,0,0,4.9915
120,20-01-2023 22:34:27,22602.78,,14.517,,,0,0,4.9915
121,20-01-2023 22:37:32,22632.22,API3,14.344,SELL,1.411,0.0141,0.4886,5.4801
122,20-01-2023 22:40:37,22651.25,,0,,,0,0,5.4801
123,20-01-2023 22:43:45,22602.41,CRV,14.126,BUY,1.018,0.0102,-0.01,5.4701
124,20-01-2023 22:46:51,22679.43,CRV,14.013,SELL,1.017,0.0102,-0.1082,5.3618
125,20-01-2023 22:50:02,22626.2,GMT,15.01,BUY,0.4942,0.0049,-0.01,5.3518
126,20-01-2023 22:53:09,22628.86,,14.763,,,0,0,5.3518
127,20-01-2023 22:56:14,22594.78,GMT,14.9,SELL,0.4943,0.0049,0.0102,5.3621
128,20-01-2023 22:59:19,22583.46,RSR,13.42,BUY,0.0041,0,-0.01,5.3521
129,20-01-2023 23:02:24,22626.53,RSR,13.101,SELL,0.0041,0,-0.1808,5.1713
130,20-01-2023 23:05:28,22640.24,,0,,,0,0,5.1713
131,20-01-2023 23:08:35,22605.62,GAL,14.252,BUY,1.948,0.0195,-0.01,5.1613
132,20-01-2023 23:11:42,22632.8,,16.403,,,0,0,5.1613
133,20-01-2023 23:14:46,22649.51,GAL,16.324,SELL,1.981,0.0198,1.684,6.8454
134,20-01-2023 23:17:52,22662.09,,0,,,0,0,6.8454
135,20-01-2023 23:20:57,22726.99,,0,,,0,0,6.8454
136,20-01-2023 23:24:03,22643.88,FTM,14.64,BUY,0.3469,0.0035,-0.01,6.8354
137,20-01-2023 23:27:11,22651.92,,15.324,,,0,0,6.8354
